dataset,bpm,lambda,change_rate,n_beats
ballroom,171.42857142857247,40.90188132835702,0.11764705882352941,87
ballroom,199.33554817275737,38.2486685991696,0.10101010101010101,101
ballroom,83.74040474528961,79.9858020551139,0.14634146341463414,43
ballroom,84.50704225352102,61.16529239167693,0.225,42
ballroom,86.9565217391305,50.01775215679556,0.23809523809523808,44
ballroom,132.450331125828,53.48735623892648,0.140625,66
ballroom,132.15859030836987,40.90188132835702,0.25,66
ballroom,127.65957446808541,50.01775215679556,0.1774193548387097,64
ballroom,174.41860465116218,43.73914066737794,0.09302325581395349,88
ballroom,176.4705882352942,33.447402653253896,0.20454545454545456,90
ballroom,178.04154302670636,33.447402653253896,0.19318181818181818,90
ballroom,202.02020202020162,35.76756379161564,0.1,102
ballroom,200.0000000000001,31.277745131502087,0.1414141414141414,101
ballroom,205.4794520547934,29.24882839642645,0.17,102
ballroom,162.16216216216174,69.94537132565551,0.02564102564102564,80
ballroom,162.16216216216174,79.9858020551139,0.013157894736842105,78
ballroom,88.2352941176471,85.53421343619661,0.11904761904761904,44
ballroom,124.99999999999989,57.19763791986277,0.1,62
ballroom,103.80622837370252,97.81237178646667,0.04,52
ballroom,96.77419354838695,65.40817294939626,0.17777777777777778,47
ballroom,174.92711370262393,35.76756379161564,0.16666666666666666,86
ballroom,99.99999999999976,97.81237178646667,0.0425531914893617,49
ballroom,179.64071856287444,35.76756379161564,0.1724137931034483,89
ballroom,88.2352941176471,74.79730359795947,0.14634146341463414,43
ballroom,124.99999999999989,69.94537132565551,0.06666666666666667,62
ballroom,103.44827586206927,69.94537132565551,0.12,52
ballroom,85.71428571428581,97.81237178646667,0.07692307692307693,41
ballroom,119.28429423459242,50.01775215679556,0.19298245614035087,59
ballroom,132.450331125828,46.77321346082741,0.1935483870967742,64
ballroom,89.55223880597039,38.2486685991696,0.42857142857142855,44
ballroom,86.95652173913027,69.94537132565551,0.1891891891891892,39
ballroom,133.33333333333354,46.77321346082741,0.1643835616438356,75
ballroom,120.0,46.77321346082741,0.22807017543859648,59
ballroom,127.65957446808541,53.48735623892648,0.11475409836065574,63
ballroom,127.65957446808493,46.77321346082741,0.1896551724137931,60
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,103.44827586206895,97.81237178646667,0.04081632653061224,51
ballroom,124.99999999999989,69.94537132565551,0.06896551724137931,60
ballroom,103.80622837370252,79.9858020551139,0.08333333333333333,50
ballroom,176.4705882352936,35.76756379161564,0.16091954022988506,89
ballroom,176.4705882352942,38.2486685991696,0.1511627906976744,88
ballroom,101.69491525423732,61.16529239167693,0.1836734693877551,51
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,127.65957446808541,57.19763791986277,0.12727272727272726,57
ballroom,127.65957446808517,57.19763791986277,0.12903225806451613,64
ballroom,103.44827586206895,79.9858020551139,0.08163265306122448,51
ballroom,103.98613518197574,97.81237178646667,0.04,52
ballroom,175.43859649122757,38.2486685991696,0.1411764705882353,87
ballroom,174.92711370262393,38.2486685991696,0.15294117647058825,87
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,99.99999999999976,79.9858020551139,0.08163265306122448,51
ballroom,100.00000000000003,79.9858020551139,0.08333333333333333,50
ballroom,100.00000000000003,79.9858020551139,0.08695652173913043,48
ballroom,103.98613518197607,74.79730359795947,0.1,52
ballroom,103.44827586206897,74.79730359795947,0.1,52
ballroom,103.44827586206927,74.79730359795947,0.10416666666666667,50
ballroom,176.4705882352942,35.76756379161564,0.1744186046511628,88
ballroom,176.4705882352942,35.76756379161564,0.17647058823529413,87
ballroom,124.99999999999989,61.16529239167693,0.10344827586206896,60
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,174.92711370262393,38.2486685991696,0.1411764705882353,87
ballroom,127.65957446808517,57.19763791986277,0.13114754098360656,63
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,103.44827586206895,61.16529239167693,0.14285714285714285,51
ballroom,176.4705882352942,35.76756379161564,0.16279069767441862,88
ballroom,127.65957446808541,57.19763791986277,0.13114754098360656,63
ballroom,103.44827586206895,97.81237178646667,0.04,52
ballroom,103.44827586206895,53.48735623892648,0.16326530612244897,51
ballroom,99.99999999999991,79.9858020551139,0.08333333333333333,50
ballroom,124.99999999999989,69.94537132565551,0.06779661016949153,61
ballroom,103.44827586206927,53.48735623892648,0.1836734693877551,51
ballroom,176.4705882352942,35.76756379161564,0.16470588235294117,87
ballroom,99.99999999999976,97.81237178646667,0.04081632653061224,51
ballroom,124.99999999999989,65.40817294939626,0.08333333333333333,62
ballroom,103.44827586206895,97.81237178646667,0.043478260869565216,48
ballroom,176.4705882352942,35.76756379161564,0.16279069767441862,88
ballroom,99.99999999999976,91.46750398411587,0.0625,50
ballroom,124.99999999999989,69.94537132565551,0.06779661016949153,61
ballroom,103.44827586206897,97.81237178646667,0.04,52
ballroom,124.99999999999989,46.77321346082741,0.2,57
ballroom,99.99999999999991,74.79730359795947,0.10416666666666667,50
ballroom,117.64705882352905,65.40817294939626,0.10714285714285714,58
ballroom,111.73184357541919,69.94537132565551,0.09433962264150944,55
ballroom,105.26315789473679,53.48735623892648,0.21568627450980393,53
ballroom,140.51522248243546,43.73914066737794,0.1791044776119403,69
ballroom,111.11111111111128,57.19763791986277,0.1509433962264151,55
ballroom,124.99999999999989,61.16529239167693,0.1016949152542373,61
ballroom,124.99999999999989,57.19763791986277,0.1206896551724138,60
ballroom,124.99999999999989,61.16529239167693,0.10714285714285714,58
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,100.00000000000006,79.9858020551139,0.09302325581395349,45
ballroom,99.99999999999999,79.9858020551139,0.08333333333333333,50
ballroom,100.00000000000003,91.46750398411587,0.0625,50
ballroom,99.66777408637874,74.79730359795947,0.10416666666666667,50
ballroom,96.0,104.5973669091858,0.044444444444444446,47
ballroom,96.77419354838695,79.9858020551139,0.09523809523809523,44
ballroom,99.99999999999999,65.40817294939626,0.15217391304347827,48
ballroom,100.00000000000006,69.94537132565551,0.13043478260869565,48
ballroom,171.42857142857162,250.1331529929828,0.0,86
ballroom,176.4705882352942,35.76756379161564,0.18604651162790697,88
ballroom,168.06722689075661,38.2486685991696,0.1728395061728395,83
ballroom,115.38461538461549,57.19763791986277,0.16363636363636364,57
ballroom,103.44827586206864,74.79730359795947,0.10204081632653061,51
ballroom,116.05415860734942,65.40817294939626,0.10714285714285714,58
ballroom,114.50381679389332,61.16529239167693,0.14814814814814814,56
ballroom,99.83361064891862,97.81237178646667,0.0425531914893617,49
ballroom,99.66777408637891,97.81237178646667,0.04081632653061224,51
ballroom,101.69491525423732,57.19763791986277,0.20408163265306123,51
ballroom,99.99999999999991,97.81237178646667,0.041666666666666664,50
ballroom,124.99999999999989,69.94537132565551,0.07017543859649122,59
ballroom,123.71134020618571,69.94537132565551,0.06779661016949153,61
ballroom,124.99999999999989,69.94537132565551,0.06896551724137931,60
ballroom,123.71134020618571,65.40817294939626,0.0847457627118644,61
ballroom,99.99999999999999,79.9858020551139,0.08333333333333333,50
ballroom,99.99999999999999,69.94537132565551,0.13043478260869565,48
ballroom,99.99999999999976,69.94537132565551,0.125,50
ballroom,99.99999999999999,91.46750398411587,0.0625,50
ballroom,166.66666666666694,38.2486685991696,0.18292682926829268,84
ballroom,167.36401673640114,35.76756379161564,0.1927710843373494,85
ballroom,171.42857142857162,65.40817294939626,0.024691358024691357,83
ballroom,171.4285714285715,57.19763791986277,0.047619047619047616,86
ballroom,86.45533141210386,65.40817294939626,0.21951219512195122,43
ballroom,74.71980074719801,33.447402653253896,0.37142857142857144,37
ballroom,86.95652173913041,85.53421343619661,0.12195121951219512,43
ballroom,86.58008658008686,74.79730359795947,0.15384615384615385,41
ballroom,86.9565217391305,69.94537132565551,0.2,42
ballroom,88.2352941176471,61.16529239167693,0.23809523809523808,44
ballroom,127.65957446808541,46.77321346082741,0.1935483870967742,64
ballroom,130.4347826086954,46.77321346082741,0.1935483870967742,64
ballroom,127.6595744680853,50.01775215679556,0.16393442622950818,63
ballroom,127.65957446808541,57.19763791986277,0.11290322580645161,64
ballroom,180.1801801801796,35.76756379161564,0.1724137931034483,89
ballroom,180.1801801801808,35.76756379161564,0.16091954022988506,89
ballroom,180.18018018017912,35.76756379161564,0.17045454545454544,90
ballroom,206.8965517241376,27.351522910837083,0.18181818181818182,101
ballroom,204.0816326530609,29.24882839642645,0.15306122448979592,100
ballroom,204.08163265306274,31.277745131502087,0.1414141414141414,101
ballroom,203.38983050847463,29.24882839642645,0.15,102
ballroom,113.20754716981146,61.16529239167693,0.14814814814814814,56
ballroom,115.38461538461549,57.19763791986277,0.16363636363636364,57
ballroom,115.38461538461549,53.48735623892648,0.18518518518518517,56
ballroom,118.57707509881418,65.40817294939626,0.10526315789473684,59
ballroom,117.64705882352905,46.77321346082741,0.21428571428571427,58
ballroom,120.0,61.16529239167693,0.12280701754385964,59
ballroom,121.21212121212096,57.19763791986277,0.11864406779661017,61
ballroom,124.22360248447191,53.48735623892648,0.15254237288135594,61
ballroom,126.31578947368406,50.01775215679556,0.1694915254237288,61
ballroom,121.21212121212096,57.19763791986277,0.12727272727272726,57
ballroom,120.0,46.77321346082741,0.21052631578947367,59
ballroom,122.44897959183646,50.01775215679556,0.1694915254237288,61
ballroom,122.44897959183668,65.40817294939626,0.1016949152542373,61
ballroom,128.47965738757966,57.19763791986277,0.12903225806451613,64
ballroom,130.43478260869617,46.77321346082741,0.19047619047619047,65
ballroom,86.70520231213871,69.94537132565551,0.1951219512195122,43
ballroom,86.95652173913032,74.79730359795947,0.15384615384615385,41
ballroom,86.95652173913047,85.53421343619661,0.12195121951219512,43
ballroom,86.95652173913032,69.94537132565551,0.17073170731707318,43
ballroom,127.65957446808517,57.19763791986277,0.12903225806451613,64
ballroom,127.65957446808541,57.19763791986277,0.12903225806451613,64
ballroom,127.65957446808517,46.77321346082741,0.16129032258064516,64
ballroom,181.81818181818178,33.447402653253896,0.18181818181818182,90
ballroom,171.42857142857247,40.90188132835702,0.12941176470588237,87
ballroom,176.4705882352942,33.447402653253896,0.19540229885057472,89
ballroom,212.0141342756186,31.277745131502087,0.0970873786407767,105
ballroom,204.77815699658692,29.24882839642645,0.15,102
ballroom,206.89655172413853,25.57729135001686,0.18811881188118812,103
ballroom,83.33333333333347,69.94537132565551,0.175,42
ballroom,83.33333333333347,79.9858020551139,0.15,42
ballroom,85.71428571428581,65.40817294939626,0.1794871794871795,41
ballroom,133.3333333333325,43.73914066737794,0.203125,66
ballroom,127.65957446808541,53.48735623892648,0.14516129032258066,64
ballroom,130.15184381778732,57.19763791986277,0.11290322580645161,64
ballroom,179.10447761194033,35.76756379161564,0.16091954022988506,89
ballroom,174.41860465116397,35.76756379161564,0.16279069767441862,88
ballroom,200.0000000000001,40.90188132835702,0.07142857142857142,100
ballroom,204.77815699658723,27.351522910837083,0.1782178217821782,103
ballroom,199.99999999999997,33.447402653253896,0.12121212121212122,101
ballroom,180.1801801801802,43.73914066737794,0.10227272727272728,90
ballroom,124.99999999999989,61.16529239167693,0.1016949152542373,61
ballroom,124.99999999999989,61.16529239167693,0.1016949152542373,61
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,65.40817294939626,0.0847457627118644,61
ballroom,124.99999999999989,61.16529239167693,0.1016949152542373,61
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,61.16529239167693,0.10344827586206896,60
ballroom,124.99999999999989,57.19763791986277,0.13559322033898305,61
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,61.16529239167693,0.10344827586206896,60
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,65.40817294939626,0.08928571428571429,58
ballroom,115.38461538461549,57.19763791986277,0.16071428571428573,58
ballroom,112.14953271028034,91.46750398411587,0.03773584905660377,55
ballroom,99.99999999999991,69.94537132565551,0.13157894736842105,40
ballroom,100.2506265664161,69.94537132565551,0.14285714285714285,51
ballroom,99.66777408637869,97.81237178646667,0.041666666666666664,50
ballroom,101.18043844856662,65.40817294939626,0.14285714285714285,51
ballroom,100.00000000000006,69.94537132565551,0.125,50
ballroom,91.60305343511435,69.94537132565551,0.1590909090909091,46
ballroom,122.44897959183668,61.16529239167693,0.11864406779661017,61
ballroom,124.99999999999989,46.77321346082741,0.2,62
ballroom,124.99999999999989,69.94537132565551,0.06666666666666667,62
ballroom,123.96694214876057,69.94537132565551,0.07547169811320754,55
ballroom,100.50251256281385,69.94537132565551,0.125,50
ballroom,100.00000000000006,79.9858020551139,0.0851063829787234,49
ballroom,100.00000000000006,69.94537132565551,0.125,50
ballroom,103.98613518197574,79.9858020551139,0.08333333333333333,50
ballroom,157.8947368421057,46.77321346082741,0.11688311688311688,79
ballroom,166.66666666666694,38.2486685991696,0.17073170731707318,84
ballroom,174.92711370262393,40.90188132835702,0.13253012048192772,85
ballroom,116.50485436893192,65.40817294939626,0.10526315789473684,59
ballroom,123.96694214876034,61.16529239167693,0.1,62
ballroom,122.44897959183713,85.53421343619661,0.03333333333333333,62
ballroom,124.99999999999989,53.48735623892648,0.14754098360655737,63
ballroom,99.99999999999999,74.79730359795947,0.10416666666666667,50
ballroom,102.04081632653045,65.40817294939626,0.16216216216216217,39
ballroom,103.4482758620692,74.79730359795947,0.10204081632653061,51
ballroom,99.99999999999976,97.81237178646667,0.0425531914893617,49
ballroom,100.00000000000036,53.48735623892648,0.22916666666666666,50
ballroom,104.89510489510505,57.19763791986277,0.18518518518518517,56
ballroom,166.66666666666694,35.76756379161564,0.18518518518518517,83
ballroom,175.95307917888508,38.2486685991696,0.13953488372093023,88
ballroom,174.41860465116218,43.73914066737794,0.1,72
ballroom,171.42857142857162,250.1331529929828,0.0,82
ballroom,75.56675062972288,79.9858020551139,0.18421052631578946,40
ballroom,80.0,91.46750398411587,0.125,42
ballroom,109.09090909090895,57.19763791986277,0.16981132075471697,55
ballroom,88.36524300441823,74.79730359795947,0.14634146341463414,43
ballroom,133.33333333333354,50.01775215679556,0.15384615384615385,67
ballroom,124.99999999999989,61.16529239167693,0.10526315789473684,59
ballroom,124.99999999999989,69.94537132565551,0.07142857142857142,58
ballroom,120.0,43.73914066737794,0.25862068965517243,60
ballroom,120.0,50.01775215679556,0.1896551724137931,60
ballroom,103.44827586206895,53.48735623892648,0.25,50
ballroom,103.98613518197574,79.9858020551139,0.08,52
ballroom,102.04081632653076,61.16529239167693,0.1702127659574468,49
ballroom,102.56410256410241,69.94537132565551,0.12244897959183673,51
ballroom,92.30769230769242,61.16529239167693,0.2222222222222222,47
ballroom,96.77419354838695,85.53421343619661,0.08888888888888889,47
ballroom,100.00000000000006,57.19763791986277,0.19148936170212766,49
ballroom,98.36065573770502,85.53421343619661,0.08333333333333333,50
ballroom,176.4705882352942,35.76756379161564,0.16279069767441862,88
ballroom,176.4705882352942,38.2486685991696,0.15853658536585366,84
ballroom,68.84681583476763,104.5973669091858,0.12121212121212122,35
ballroom,115.38461538461539,53.48735623892648,0.17857142857142858,58
ballroom,75.6620428751577,69.94537132565551,0.25,38
ballroom,124.99999999999989,50.01775215679556,0.18032786885245902,63
ballroom,136.36363636363652,79.9858020551139,0.03125,66
ballroom,123.96694214876034,65.40817294939626,0.08333333333333333,62
ballroom,124.99999999999989,61.16529239167693,0.09836065573770492,63
ballroom,115.38461538461549,61.16529239167693,0.14035087719298245,59
ballroom,102.0408163265306,65.40817294939626,0.16326530612244897,51
ballroom,102.04081632653045,65.40817294939626,0.16326530612244897,51
ballroom,102.0408163265306,65.40817294939626,0.16,52
ballroom,101.69491525423732,61.16529239167693,0.1702127659574468,49
ballroom,100.00000000000006,57.19763791986277,0.1875,50
ballroom,100.0,61.16529239167693,0.16666666666666666,50
ballroom,100.00000000000006,65.40817294939626,0.16666666666666666,50
ballroom,100.00000000000006,79.9858020551139,0.08695652173913043,48
ballroom,171.42857142857162,57.19763791986277,0.04819277108433735,85
ballroom,172.41379310344703,65.40817294939626,0.023809523809523808,86
ballroom,96.0,119.61197898474161,0.02702702702702703,39
ballroom,107.1428571428574,91.46750398411587,0.041666666666666664,50
ballroom,75.94936708860763,79.9858020551139,0.16216216216216217,39
ballroom,92.30769230769201,85.53421343619661,0.0975609756097561,43
ballroom,130.43478260869642,43.73914066737794,0.203125,66
ballroom,101.69491525423732,57.19763791986277,0.2,22
ballroom,99.99999999999976,97.81237178646667,0.041666666666666664,50
ballroom,101.78117048346068,61.16529239167693,0.1836734693877551,51
ballroom,99.99999999999976,69.94537132565551,0.10416666666666667,50
ballroom,124.99999999999989,57.19763791986277,0.13333333333333333,62
ballroom,123.96694214875988,61.16529239167693,0.1111111111111111,56
ballroom,124.99999999999989,50.01775215679556,0.1864406779661017,61
ballroom,122.44897959183713,61.16529239167693,0.1016949152542373,61
ballroom,100.00000000000006,69.94537132565551,0.125,50
ballroom,84.50704225352102,74.79730359795947,0.18181818181818182,13
ballroom,90.36144578313245,69.94537132565551,0.1951219512195122,43
ballroom,100.00000000000006,57.19763791986277,0.16666666666666666,50
ballroom,99.50248756218909,91.46750398411587,0.0625,50
ballroom,124.22360248447191,57.19763791986277,0.13114754098360656,63
ballroom,142.85714285714226,57.19763791986277,0.08571428571428572,72
ballroom,157.8947368421057,46.77321346082741,0.11428571428571428,72
ballroom,166.66666666666683,38.2486685991696,0.1728395061728395,83
ballroom,102.04081632653076,65.40817294939626,0.14285714285714285,44
ballroom,101.69491525423732,65.40817294939626,0.14285714285714285,51
ballroom,99.99999999999991,74.79730359795947,0.10416666666666667,50
ballroom,98.36065573770486,65.40817294939626,0.17391304347826086,48
ballroom,96.1538461538462,79.9858020551139,0.10638297872340426,49
ballroom,100.00000000000003,61.16529239167693,0.16326530612244897,51
ballroom,100.00000000000006,69.94537132565551,0.125,50
ballroom,99.337748344371,69.94537132565551,0.13793103448275862,31
ballroom,117.64705882352905,85.53421343619661,0.043478260869565216,48
ballroom,125.00000000000058,46.77321346082741,0.21311475409836064,63
ballroom,127.65957446808541,50.01775215679556,0.17391304347826086,48
ballroom,124.99999999999989,65.40817294939626,0.08163265306122448,51
ballroom,163.93442622950815,40.90188132835702,0.14473684210526316,78
ballroom,171.42857142857096,53.48735623892648,0.06172839506172839,83
ballroom,171.42857142857144,57.19763791986277,0.047619047619047616,86
ballroom,100.84033613445368,61.16529239167693,0.1702127659574468,49
ballroom,101.35135135135157,50.01775215679556,0.22448979591836735,51
ballroom,101.69491525423732,61.16529239167693,0.1702127659574468,49
ballroom,98.36065573770502,104.5973669091858,0.041666666666666664,50
ballroom,101.69491525423732,57.19763791986277,0.20408163265306123,51
ballroom,122.44897959183713,74.79730359795947,0.05,62
ballroom,122.44897959183713,74.79730359795947,0.05084745762711865,61
ballroom,124.99999999999989,57.19763791986277,0.13114754098360656,63
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,124.99999999999989,61.16529239167693,0.11320754716981132,55
ballroom,124.99999999999989,61.16529239167693,0.1,62
ballroom,96.30818619582661,79.9858020551139,0.10638297872340426,49
ballroom,99.99999999999976,53.48735623892648,0.21951219512195122,43
ballroom,100.00000000000003,79.9858020551139,0.08333333333333333,50
ballroom,95.23809523809486,79.9858020551139,0.1111111111111111,47
ballroom,136.36363636363637,79.9858020551139,0.030303030303030304,68
ballroom,171.42857142857162,65.40817294939626,0.023809523809523808,86
ballroom,171.42857142857162,65.40817294939626,0.023809523809523808,86
ballroom,171.42857142857162,61.16529239167693,0.03614457831325301,85
ballroom,86.9565217391305,69.94537132565551,0.19047619047619047,44
ballroom,87.08272859216255,79.9858020551139,0.12195121951219512,43
ballroom,86.95652173913027,57.19763791986277,0.23809523809523808,44
ballroom,86.9565217391305,74.79730359795947,0.17073170731707318,43
ballroom,86.95652173913072,74.79730359795947,0.16216216216216217,39
ballroom,127.65957446808541,57.19763791986277,0.11290322580645161,64
ballroom,127.65957446808541,46.77321346082741,0.1935483870967742,64
ballroom,128.47965738757992,61.16529239167693,0.09523809523809523,65
ballroom,179.64071856287444,38.2486685991696,0.14772727272727273,90
ballroom,180.18018018017912,33.447402653253896,0.18181818181818182,90
ballroom,176.4705882352942,33.447402653253896,0.19767441860465115,88
ballroom,180.18018018017912,38.2486685991696,0.13636363636363635,90
ballroom,199.99999999999952,50.01775215679556,0.04081632653061224,100
ballroom,206.896551724136,29.24882839642645,0.15151515151515152,101
ballroom,204.77815699658677,27.351522910837083,0.18811881188118812,103
ballroom,206.89655172413728,27.351522910837083,0.17346938775510204,100
ballroom,83.68200836820077,53.48735623892648,0.1951219512195122,43
ballroom,86.95652173913027,97.81237178646667,0.07692307692307693,28
ballroom,86.95652173913044,57.19763791986277,0.23809523809523808,44
ballroom,119.04761904761915,57.19763791986277,0.13793103448275862,60
ballroom,127.38853503184711,50.01775215679556,0.1774193548387097,64
ballroom,127.65957446808511,50.01775215679556,0.1774193548387097,64
ballroom,181.8181818181808,33.447402653253896,0.20689655172413793,89
ballroom,179.64071856287444,33.447402653253896,0.18181818181818182,90
ballroom,179.64071856287444,35.76756379161564,0.1590909090909091,90
ballroom,207.61245674740505,27.351522910837083,0.1568627450980392,104
ballroom,207.61245674740377,27.351522910837083,0.16666666666666666,104
ballroom,206.89655172413853,23.918150186234946,0.20588235294117646,104
ballroom,206.89655172413853,25.57729135001686,0.17647058823529413,104
ballroom,87.33624454148456,85.53421343619661,0.11904761904761904,44
ballroom,85.71428571428581,53.48735623892648,0.3333333333333333,44
ballroom,85.71428571428581,85.53421343619661,0.12195121951219512,43
ballroom,132.45033112582772,46.77321346082741,0.18461538461538463,67
ballroom,128.47965738758015,61.16529239167693,0.0967741935483871,64
ballroom,184.04907975460094,53.48735623892648,0.044444444444444446,92
ballroom,181.8181818181813,40.90188132835702,0.11235955056179775,91
ballroom,180.18018018017912,33.447402653253896,0.18181818181818182,90
ballroom,180.18018018018105,35.76756379161564,0.16853932584269662,91
ballroom,204.77815699658754,25.57729135001686,0.2079207920792079,103
ballroom,207.97227036395148,27.351522910837083,0.16831683168316833,103
ballroom,206.8965517241379,27.351522910837083,0.16666666666666666,104
ballroom,206.8965517241376,27.351522910837083,0.1782178217821782,103
ballroom,84.86562942008477,85.53421343619661,0.12195121951219512,43
ballroom,86.45533141210342,79.9858020551139,0.14285714285714285,44
ballroom,86.95652173913027,43.73914066737794,0.3333333333333333,44
ballroom,87.46355685131196,74.79730359795947,0.16666666666666666,44
ballroom,127.65957446808493,53.48735623892648,0.14516129032258066,64
ballroom,127.65957446808541,69.94537132565551,0.06451612903225806,64
ballroom,179.37219730941786,35.76756379161564,0.1724137931034483,89
ballroom,176.4705882352942,35.76756379161564,0.1724137931034483,89
ballroom,206.89655172413853,25.57729135001686,0.1782178217821782,103
ballroom,209.05923344947547,25.57729135001686,0.18085106382978725,96
ballroom,206.89655172413853,25.57729135001686,0.18947368421052632,97
ballroom,88.8888888888888,43.73914066737794,0.30303030303030304,35
ballroom,84.26966292134834,79.9858020551139,0.14634146341463414,43
ballroom,85.71428571428581,53.48735623892648,0.2926829268292683,43
ballroom,86.95652173913027,74.79730359795947,0.16666666666666666,44
ballroom,128.61736334405148,61.16529239167693,0.09523809523809523,65
ballroom,130.4347826086958,61.16529239167693,0.09523809523809523,65
ballroom,181.8181818181808,43.73914066737794,0.0975609756097561,84
ballroom,174.92711370262393,40.90188132835702,0.12790697674418605,88
ballroom,181.8181818181808,31.277745131502087,0.21348314606741572,91
ballroom,204.0816326530609,31.277745131502087,0.14,102
ballroom,200.0000000000007,31.277745131502087,0.14736842105263157,97
ballroom,204.0816326530609,29.24882839642645,0.15841584158415842,103
ballroom,204.0816326530609,29.24882839642645,0.15151515151515152,101
